Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Colour,Seats,No. of Doors,Price,Mileage_value,Mileage_unit,Engine_value,Engine_unit,Power_value,Power_unit,Company_Name,Model_Name
Audi A4,Delhi,2012.0,60000.0,Diesel,Automatic,Second,Others,5.0,4.0,10.35,15.2,kmpl,1968.0,CC,140.8,bhp,Audi,A4
Hyundai i20,Ahmedabad,2011.0,72000.0,Petrol,Manual,Second,White,5.0,4.0,3.25,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Ford Figo,Hyderabad,2012.0,73500.0,Diesel,Manual,Second,White,5.0,4.0,2.6,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
BMW 3,Kochi,2012.0,55598.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,11.5,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
Maruti Swift,Delhi,2015.0,24296.0,Petrol,Manual,First,White,5.0,4.0,4.65,20.85,kmpl,1197.0,CC,83.14,bhp,Maruti,Swift
Toyota Fortuner,Hyderabad,2010.0,100000.0,Diesel,Manual,First,White,7.0,5.0,13.0,11.5,kmpl,2982.0,CC,171.0,bhp,Toyota,Fortuner
Maruti Wagon,Delhi,2013.0,62000.0,CNG,Manual,First,White,5.0,4.0,2.8,26.6,km/kg,998.0,CC,58.16,bhp,Maruti,Wagon
Chevrolet Beat,Coimbatore,2013.0,75421.0,Diesel,Manual,First,Others,5.0,4.0,3.63,25.44,kmpl,936.0,CC,56.3,bhp,Chevrolet,Beat
Honda City,Coimbatore,2012.0,60908.0,Petrol,Automatic,Second,Others,5.0,4.0,6.42,15.6,kmpl,1497.0,CC,116.3,bhp,Honda,City
Maruti Swift,Hyderabad,2016.0,69000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.79,19.3,kmpl,1248.0,CC,73.9,bhp,Maruti,Swift
Maruti Zen,Ahmedabad,2007.0,75180.0,Petrol,Manual,First,Black/Silver,5.0,4.0,1.65,18.2,kmpl,1061.0,CC,64.0,bhp,Maruti,Zen
BMW X3,Kochi,2017.0,36935.0,Diesel,Automatic,First,White,5.0,4.0,32.64,18.56,kmpl,1995.0,CC,190.0,bhp,BMW,X3
BMW 3,Hyderabad,2012.0,57156.0,Diesel,Automatic,Second,Others,5.0,4.0,18.0,18.88,kmpl,1995.0,CC,184.0,bhp,BMW,3
Maruti Swift,Kochi,2016.0,45725.0,Diesel,Manual,First,White,5.0,4.0,5.34,25.2,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Skoda Fabia,Mumbai,2009.0,86000.0,Diesel,Manual,First,White,5.0,4.0,2.75,19.4,kmpl,1422.0,CC,70.0,bhp,Skoda,Fabia
Hyundai Grand,Jaipur,2015.0,14000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.6,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
BMW 3,Mumbai,2013.0,25000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,17.99,22.69,kmpl,1995.0,CC,190.0,bhp,BMW,3
Nissan Micra,Pune,2011.0,72000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,2.3,23.08,kmpl,1461.0,CC,63.1,bhp,Nissan,Micra
Toyota Etios,Pune,2011.0,37000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.8,17.6,kmpl,1496.0,CC,88.73,bhp,Toyota,Etios
Maruti Wagon,Coimbatore,2008.0,53934.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,2.69,18.9,kmpl,998.0,CC,67.1,bhp,Maruti,Wagon
Mahindra Scorpio,Mumbai,2010.0,76477.0,Diesel,Manual,First,White,8.0,5.0,4.25,10.5,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Maruti Ertiga,Kolkata,2014.0,47052.0,Diesel,Manual,First,White,7.0,5.0,5.99,20.77,kmpl,1248.0,CC,88.76,bhp,Maruti,Ertiga
Hyundai i10,Bangalore,2010.0,69000.0,Petrol,Manual,First,Others,5.0,4.0,2.9,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Audi A4,Pune,2013.0,87000.0,Diesel,Automatic,First,White,5.0,4.0,15.5,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
Volkswagen Jetta,Chennai,2009.0,100970.0,Diesel,Automatic,First,Others,5.0,4.0,4.0,15.5,kmpl,1896.0,CC,105.0,bhp,Volkswagen,Jetta
Hyundai i20,Coimbatore,2016.0,44238.0,Petrol,Manual,First,Others,5.0,4.0,6.72,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Skoda Rapid,Kolkata,2015.0,45000.0,Diesel,Automatic,First,White,5.0,4.0,4.25,21.66,kmpl,1498.0,CC,103.52,bhp,Skoda,Rapid
Maruti Swift,Kolkata,2014.0,47000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.9,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Hyundai Grand,Mumbai,2015.0,20000.0,Petrol,Manual,First,White,5.0,4.0,3.85,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Toyota Corolla,Kochi,2013.0,55101.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,8.4,14.53,kmpl,1794.0,CC,138.1,bhp,Toyota,Corolla
Honda Brio,Chennai,2012.0,31500.0,Petrol,Automatic,First,White,5.0,4.0,4.15,16.5,kmpl,1198.0,CC,86.8,bhp,Honda,Brio
Honda City,Kolkata,2014.0,40000.0,Petrol,Manual,First,White,5.0,4.0,6.49,16.8,kmpl,1497.0,CC,116.3,bhp,Honda,City
Mercedes-Benz CLA,Kochi,2019.0,29836.0,Diesel,Automatic,First,White,5.0,4.0,25.75,17.9,kmpl,2143.0,CC,136.0,bhp,Mercedes-Benz,CLA
Honda City,Mumbai,2017.0,17000.0,Petrol,Automatic,First,White,5.0,4.0,11.6,18.0,kmpl,1497.0,CC,117.3,bhp,Honda,City
Honda Civic,Delhi,2011.0,62000.0,Petrol,Automatic,First,Black/Silver,5.0,4.0,3.75,12.9,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
Hyundai Elantra,Bangalore,2014.0,46374.0,Petrol,Automatic,First,White,5.0,4.0,8.85,14.62,kmpl,1999.0,CC,149.92,bhp,Hyundai,Elantra
Hyundai Creta,Kochi,2019.0,8587.0,Petrol,Manual,First,White,5.0,4.0,13.56,15.29,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
Ford Endeavour,Kochi,2011.0,68022.0,Diesel,Manual,First,Others,7.0,5.0,5.86,13.1,kmpl,2499.0,CC,141.0,bhp,Ford,Endeavour
Maruti Wagon,Kolkata,2016.0,4800.0,Petrol,Manual,First,Others,5.0,4.0,3.6,20.51,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
BMW 3,Hyderabad,2010.0,105000.0,Diesel,Automatic,Second,Others,5.0,4.0,11.0,13.2,kmpl,1995.0,CC,170.0,bhp,BMW,3
BMW 7,Bangalore,2017.0,17465.0,Petrol,Automatic,First,White,5.0,4.0,93.0,12.05,kmpl,2979.0,CC,320.0,bhp,BMW,7
Honda City,Mumbai,2006.0,44000.0,Petrol,Manual,First,White,5.0,4.0,1.55,17.7,kmpl,1497.0,CC,78.0,bhp,Honda,City
Mercedes-Benz E-Class,Mumbai,2011.0,47000.0,Diesel,Automatic,Second,Others,5.0,4.0,13.9,14.21,kmpl,2143.0,CC,203.0,bhp,Mercedes-Benz,E-Class
BMW X5,Chennai,2009.0,110000.0,Diesel,Automatic,First,White,5.0,4.0,18.0,11.0,kmpl,2993.0,CC,235.0,bhp,BMW,X5
Skoda Octavia,Hyderabad,2015.0,79000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,17.0,19.3,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
Mercedes-Benz E-Class,Coimbatore,2015.0,73187.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,30.72,13.0,kmpl,2143.0,CC,204.0,bhp,Mercedes-Benz,E-Class
Maruti Alto,Pune,2012.0,69000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.1,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Maruti Baleno,Kolkata,2016.0,20000.0,Petrol,Automatic,First,Others,5.0,4.0,5.74,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Hyundai i20,Hyderabad,2010.0,85155.0,Petrol,Manual,First,Others,5.0,4.0,3.55,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Honda Amaze,Kochi,2016.0,51806.0,Diesel,Manual,First,Others,5.0,4.0,5.4,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
Hyundai Grand,Kochi,2018.0,5354.0,Petrol,Automatic,First,Others,5.0,4.0,6.76,18.9,kmpl,1197.0,CC,81.86,bhp,Hyundai,Grand
Skoda Superb,Pune,2014.0,136000.0,Petrol,Manual,First,White,5.0,4.0,9.5,13.1,kmpl,1798.0,CC,157.75,bhp,Skoda,Superb
Hyundai i20,Delhi,2014.0,67407.0,Diesel,Manual,First,Others,5.0,4.0,4.65,21.27,kmpl,1396.0,CC,88.76,bhp,Hyundai,i20
Mercedes-Benz GLC,Mumbai,2018.0,10003.0,Diesel,Automatic,First,White,5.0,4.0,48.5,17.9,kmpl,2143.0,CC,170.0,bhp,Mercedes-Benz,GLC
Mercedes-Benz E-Class,Bangalore,2011.0,34000.0,Petrol,Automatic,Second,Others,5.0,4.0,19.0,10.5,kmpl,1796.0,CC,157.7,bhp,Mercedes-Benz,E-Class
Hyundai i10,Mumbai,2015.0,75915.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.9,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Tata Zest,Kochi,2017.0,48198.0,Petrol,Manual,First,Black/Silver,5.0,4.0,4.65,17.57,kmpl,1193.0,CC,88.7,bhp,Tata,Zest
Maruti Baleno,Chennai,2016.0,35129.0,Petrol,Automatic,First,White,5.0,4.0,7.0,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Honda Civic,Hyderabad,2008.0,69972.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.8,13.5,kmpl,1799.0,CC,130.0,bhp,Honda,Civic
Audi A6,Mumbai,2013.0,56500.0,Diesel,Automatic,First,White,5.0,4.0,19.8,17.68,kmpl,1968.0,CC,174.33,bhp,Audi,A6
Skoda Rapid,Coimbatore,2019.0,21214.0,Petrol,Manual,First,Others,5.0,4.0,9.66,15.41,kmpl,1598.0,CC,103.52,bhp,Skoda,Rapid
Toyota Fortuner,Jaipur,2016.0,73053.0,Diesel,Manual,First,White,7.0,5.0,20.0,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Ford Ecosport,Mumbai,2017.0,27000.0,Petrol,Manual,First,White,5.0,4.0,8.3,15.8,kmpl,1499.0,CC,110.0,bhp,Ford,Ecosport
Hyundai i20,Pune,2010.0,50000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,3.0,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
BMW X3,Coimbatore,2017.0,51982.0,Diesel,Automatic,First,Others,5.0,4.0,45.77,16.55,kmpl,2993.0,CC,258.0,bhp,BMW,X3
Renault Scala,Pune,2016.0,52126.0,Diesel,Manual,First,Others,5.0,4.0,6.0,21.64,kmpl,1461.0,CC,84.8,bhp,Renault,Scala
Hyundai Verna,Bangalore,2014.0,95000.0,Diesel,Manual,Second,Others,5.0,4.0,6.9,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Hyundai Santa,Delhi,2014.0,110000.0,Diesel,Automatic,First,Others,7.0,5.0,12.9,13.01,kmpl,2199.0,CC,194.3,bhp,Hyundai,Santa
Mahindra XUV500,Kolkata,2014.0,55000.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.5,16.0,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Honda Amaze,Kolkata,2014.0,84677.0,Diesel,Manual,First,Black/Silver,5.0,4.0,3.0,25.8,kmpl,1498.0,CC,98.6,bhp,Honda,Amaze
Land Rover Discovery,Delhi,2016.0,70000.0,Diesel,Automatic,First,White,5.0,4.0,35.0,12.97,kmpl,2179.0,CC,187.7,bhp,Land rover, Discovery
Maruti Swift,Hyderabad,2013.0,68800.0,Diesel,Manual,First,White,5.0,4.0,5.0,17.8,kmpl,1248.0,CC,98.59,bhp,Maruti,Swift
Mercedes-Benz B,Kochi,2014.0,37245.0,Petrol,Automatic,First,White,5.0,4.0,11.96,14.8,kmpl,1595.0,CC,120.7,bhp,Mercedes-Benz,B
Ford EcoSport,Kochi,2017.0,78526.0,Diesel,Manual,First,Black/Silver,5.0,4.0,8.09,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,EcoSport
Mahindra XUV500,Kochi,2014.0,63288.0,Diesel,Manual,First,White,7.0,5.0,7.77,15.1,kmpl,2179.0,CC,140.0,bhp,Mahindra,XUV500
Maruti Swift,Bangalore,2013.0,38623.0,Petrol,Manual,First,White,5.0,4.0,5.0,19.1,kmpl,1197.0,CC,85.8,bhp,Maruti,Swift
Hyundai Creta,Bangalore,2016.0,40000.0,Petrol,Manual,First,Others,5.0,4.0,11.5,15.29,kmpl,1591.0,CC,121.3,bhp,Hyundai,Creta
Honda City,Mumbai,2013.0,60669.0,Petrol,Manual,First,Others,5.0,4.0,4.95,16.8,kmpl,1497.0,CC,116.3,bhp,Honda,City
Volkswagen Vento,Pune,2011.0,66000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,4.25,15.04,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Mahindra TUV,Coimbatore,2017.0,49404.0,Diesel,Manual,First,Others,7.0,5.0,7.36,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
Hyundai i10,Hyderabad,2013.0,89000.0,Petrol,Automatic,First,White,5.0,4.0,4.19,19.2,kmpl,1197.0,CC,80.0,bhp,Hyundai,i10
Toyota Innova,Hyderabad,2010.0,109000.0,Diesel,Manual,Second,Others,7.0,4.0,8.26,12.99,kmpl,2494.0,CC,100.6,bhp,Toyota,Innova
Hyundai Verna,Kochi,2012.0,54308.0,Petrol,Manual,First,White,5.0,4.0,4.28,17.1,kmpl,1591.0,CC,121.3,bhp,Hyundai,Verna
Volkswagen Vento,Kochi,2015.0,57026.0,Petrol,Manual,First,White,5.0,4.0,5.54,15.04,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Hyundai Verna,Bangalore,2011.0,60000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.95,16.2,kmpl,1599.0,CC,103.2,bhp,Hyundai,Verna
Hyundai Creta,Coimbatore,2016.0,47392.0,Diesel,Manual,First,Black/Silver,5.0,4.0,13.82,20.5,kmpl,1582.0,CC,126.2,bhp,Hyundai,Creta
Toyota Fortuner,Ahmedabad,2017.0,15000.0,Diesel,Automatic,First,Others,7.0,5.0,30.0,12.9,kmpl,2755.0,CC,174.5,bhp,Toyota,Fortuner
Toyota Fortuner,Delhi,2015.0,92000.0,Diesel,Automatic,First,White,7.0,5.0,19.75,12.55,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Maruti Grand,Chennai,2008.0,77000.0,Petrol,Automatic,Fourth & Above,Black/Silver,5.0,4.0,5.5,9.7,kmpl,1995.0,CC,163.5,bhp,Maruti,Grand
Maruti SX4,Chennai,2011.0,80000.0,Diesel,Manual,Third,Black/Silver,5.0,4.0,3.5,21.5,kmpl,1248.0,CC,88.8,bhp,Maruti,SX4
Maruti Wagon,Mumbai,2010.0,12000.0,Petrol,Manual,First,Others,5.0,4.0,2.45,22.5,kmpl,998.0,CC,67.04,bhp,Maruti,Wagon
Audi Q7,Mumbai,2015.0,65938.0,Diesel,Automatic,Second,White,7.0,5.0,38.0,12.07,kmpl,2967.0,CC,241.4,bhp,Audi,Q7
Hyundai i20,Bangalore,2013.0,445000.0,Petrol,Manual,First,White,5.0,4.0,4.45,18.5,kmpl,1197.0,CC,82.9,bhp,Hyundai,i20
Hyundai Grand,Coimbatore,2015.0,69053.0,Petrol,Automatic,First,White,5.0,4.0,5.72,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Honda Amaze,Kochi,2016.0,40866.0,Petrol,Manual,First,White,5.0,4.0,5.47,19.5,kmpl,1199.0,CC,86.76,bhp,Honda,Amaze
Ford Endeavour,Chennai,2016.0,43000.0,Diesel,Automatic,First,Others,7.0,5.0,26.5,10.91,kmpl,3198.0,CC,197.2,bhp,Ford,Endeavour
Hyundai i20,Kochi,2019.0,12800.0,Petrol,Manual,First,Others,5.0,4.0,7.67,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Tata Hexa,Coimbatore,2019.0,14233.0,Diesel,Automatic,First,White,7.0,5.0,17.85,17.6,kmpl,2179.0,CC,153.86,bhp,Tata,Hexa
Skoda Octavia,Mumbai,2015.0,23000.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,15.75,19.3,kmpl,1968.0,CC,141.0,bhp,Skoda,Octavia
Toyota Fortuner,Delhi,2013.0,71000.0,Diesel,Manual,First,White,7.0,5.0,15.25,13.0,kmpl,2982.0,CC,168.5,bhp,Toyota,Fortuner
Maruti Wagon,Jaipur,2015.0,64876.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.5,21.5,kmpl,1197.0,CC,81.8,bhp,Maruti,Wagon
Renault KWID,Mumbai,2016.0,8554.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.2,25.17,kmpl,799.0,CC,53.3,bhp,Renault,KWID
Maruti Ciaz,Kochi,2016.0,51950.0,Petrol,Manual,First,Others,5.0,4.0,6.75,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Hyundai Elite,Kochi,2017.0,13460.0,Petrol,Manual,First,White,5.0,4.0,8.91,18.6,kmpl,1197.0,CC,81.86,bhp,Hyundai,Elite
Honda City,Delhi,2010.0,80302.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.5,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Hyundai Accent,Bangalore,2008.0,80000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,1.9,13.2,kmpl,1495.0,CC,94.0,bhp,Hyundai,Accent
Chevrolet Beat,Bangalore,2015.0,66000.0,Diesel,Manual,First,White,5.0,4.0,2.35,25.44,kmpl,936.0,CC,56.3,bhp,Chevrolet,Beat
Hyundai i10,Ahmedabad,2008.0,60000.0,Petrol,Manual,First,Others,5.0,4.0,1.99,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Maruti Ciaz,Kochi,2016.0,40810.0,Diesel,Manual,First,Others,5.0,4.0,7.9,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Maruti Ciaz,Mumbai,2015.0,30000.0,Petrol,Manual,First,White,5.0,4.0,6.55,20.73,kmpl,1373.0,CC,91.1,bhp,Maruti,Ciaz
Volkswagen Polo,Coimbatore,2013.0,56526.0,Petrol,Manual,First,Black/Silver,5.0,4.0,5.84,15.26,kmpl,1598.0,CC,103.5,bhp,Volkswagen,Polo
Mercedes-Benz E-Class,Kolkata,2009.0,43600.0,Petrol,Automatic,First,White,5.0,4.0,10.24,10.93,kmpl,3498.0,CC,272.0,bhp,Mercedes-Benz,E-Class
Maruti Alto,Hyderabad,2013.0,90121.0,Petrol,Manual,First,Others,5.0,4.0,2.2,20.92,kmpl,998.0,CC,67.1,bhp,Maruti,Alto
Mahindra TUV,Kochi,2017.0,57259.0,Diesel,Manual,First,Black/Silver,7.0,5.0,8.87,18.49,kmpl,1493.0,CC,100.0,bhp,Mahindra,TUV
Mercedes-Benz GLE,Hyderabad,2017.0,29000.0,Diesel,Automatic,First,Others,5.0,4.0,57.0,17.9,kmpl,2143.0,CC,201.15,bhp,Mercedes-Benz,GLE
Hyundai i20,Pune,2016.0,21000.0,Petrol,Manual,First,White,5.0,4.0,6.3,18.6,kmpl,1197.0,CC,81.83,bhp,Hyundai,i20
Ford Figo,Coimbatore,2013.0,44731.0,Diesel,Manual,Second,Black/Silver,5.0,4.0,4.34,20.0,kmpl,1399.0,CC,68.0,bhp,Ford,Figo
Fiat Linea,Mumbai,2011.0,48000.0,Petrol,Manual,First,Others,5.0,4.0,3.0,16.0,kmpl,1368.0,CC,90.0,bhp,Fiat,Linea
Mercedes-Benz New,Jaipur,2009.0,116000.0,Diesel,Manual,Second,White,5.0,4.0,8.5,15.8,kmpl,2148.0,CC,170.0,bhp,Mercedes-Benz,New
Tata Hexa,Pune,2017.0,39800.0,Diesel,Manual,First,Others,7.0,5.0,14.25,17.6,kmpl,2179.0,CC,153.86,bhp,Tata,Hexa
Hyundai Verna,Chennai,2013.0,85350.0,Diesel,Manual,Second,Others,5.0,4.0,5.7,22.32,kmpl,1582.0,CC,126.32,bhp,Hyundai,Verna
Hyundai i10,Ahmedabad,2012.0,37229.0,Petrol,Automatic,First,White,5.0,4.0,3.41,16.95,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Mahindra Scorpio,Bangalore,2005.0,60000.0,Diesel,Manual,First,White,8.0,5.0,4.0,10.5,kmpl,2179.0,CC,120.0,bhp,Mahindra,Scorpio
Hyundai Grand,Hyderabad,2016.0,75700.0,Diesel,Manual,First,Others,5.0,4.0,5.7,24.0,kmpl,1120.0,CC,70.0,bhp,Hyundai,Grand
Hyundai Elantra,Ahmedabad,2014.0,49000.0,Diesel,Automatic,First,Others,5.0,4.0,8.9,18.23,kmpl,1582.0,CC,126.2,bhp,Hyundai,Elantra
Maruti Omni,Jaipur,2011.0,35000.0,Petrol,Manual,Third,White,5.0,4.0,1.85,19.7,kmpl,796.0,CC,35.0,bhp,Maruti,Omni
Honda City,Bangalore,2011.0,60000.0,Petrol,Manual,First,White,5.0,4.0,4.95,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Audi Q5,Coimbatore,2018.0,29091.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,45.52,13.22,kmpl,2967.0,CC,241.4,bhp,Audi,Q5
Audi A4,Bangalore,2014.0,29063.0,Diesel,Automatic,First,Others,5.0,4.0,25.75,17.11,kmpl,1968.0,CC,174.33,bhp,Audi,A4
Volkswagen Vento,Chennai,2014.0,70010.0,Diesel,Manual,First,Others,5.0,4.0,5.25,20.54,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Maruti Alto,Jaipur,2019.0,3000.0,Petrol,Manual,First,White,5.0,4.0,3.5,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Toyota Corolla,Chennai,2008.0,86000.0,Petrol,Manual,Second,Others,5.0,4.0,3.5,14.53,kmpl,1798.0,CC,138.1,bhp,Toyota,Corolla
Maruti Swift,Delhi,2014.0,52000.0,Diesel,Manual,First,Others,5.0,4.0,5.25,23.4,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Audi A4,Kochi,2014.0,55730.0,Diesel,Automatic,First,Others,5.0,4.0,15.21,16.55,kmpl,1968.0,CC,147.51,bhp,Audi,A4
Hyundai Grand,Kochi,2016.0,26038.0,Petrol,Manual,First,White,5.0,4.0,5.43,18.9,kmpl,1197.0,CC,82.0,bhp,Hyundai,Grand
Volkswagen Passat,Kolkata,2011.0,42500.0,Diesel,Automatic,First,Black/Silver,5.0,4.0,5.25,18.33,kmpl,1968.0,CC,167.7,bhp,Volkswagen,Passat
Maruti Ritz,Kolkata,2011.0,35888.0,Diesel,Manual,First,White,5.0,4.0,1.89,21.1,kmpl,1248.0,CC,73.9,bhp,Maruti,Ritz
Hyundai i10,Kochi,2013.0,46821.0,Petrol,Manual,First,Black/Silver,5.0,4.0,3.42,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Porsche Panamera,Delhi,2013.0,48000.0,Diesel,Automatic,Second,Black/Silver,4.0,4.0,50.5,17.85,kmpl,2967.0,CC,300.0,bhp,Porsche,Panamera
Maruti Alto,Hyderabad,2012.0,67147.0,Petrol,Manual,First,Others,5.0,4.0,2.6,19.7,kmpl,796.0,CC,46.3,bhp,Maruti,Alto
Ford Endeavour,Delhi,2017.0,38000.0,Diesel,Automatic,First,White,7.0,5.0,30.48,10.91,kmpl,3198.0,CC,197.0,bhp,Ford,Endeavour
Maruti Vitara,Kochi,2019.0,34688.0,Diesel,Manual,First,Black/Silver,5.0,4.0,10.49,24.3,kmpl,1248.0,CC,88.5,bhp,Maruti,Vitara
Hyundai EON,Chennai,2014.0,37000.0,Petrol,Manual,First,Others,5.0,4.0,3.25,21.1,kmpl,814.0,CC,55.2,bhp,Hyundai,EON
Hyundai i10,Kochi,2013.0,56075.0,Petrol,Manual,First,White,5.0,4.0,3.12,19.81,kmpl,1086.0,CC,68.05,bhp,Hyundai,i10
Hyundai i20,Kolkata,2009.0,43000.0,Petrol,Manual,First,White,5.0,4.0,1.99,17.0,kmpl,1197.0,CC,80.0,bhp,Hyundai,i20
Honda BRV,Mumbai,2017.0,17000.0,Petrol,Automatic,First,Black/Silver,7.0,5.0,9.5,16.0,kmpl,1497.0,CC,117.3,bhp,Honda,BRV
Hyundai i10,Delhi,2015.0,34951.0,Petrol,Manual,Second,White,5.0,4.0,3.15,20.36,kmpl,1197.0,CC,78.9,bhp,Hyundai,i10
Maruti Swift,Delhi,2015.0,51000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,4.74,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
Mini Cooper,Mumbai,2016.0,11000.0,Diesel,Automatic,First,Others,5.0,4.0,29.5,20.7,kmpl,1496.0,CC,113.98,bhp,Mini,Cooper
Maruti Alto,Kolkata,2008.0,42000.0,Petrol,Manual,First,Others,5.0,4.0,1.09,19.7,kmpl,796.0,CC,46.3,bhp,Maruti,Alto
Maruti Ciaz,Jaipur,2015.0,40500.0,Diesel,Manual,First,White,5.0,4.0,7.1,28.09,kmpl,1248.0,CC,88.5,bhp,Maruti,Ciaz
Tata Indica,Jaipur,2009.0,117000.0,Diesel,Manual,First,Black/Silver,5.0,4.0,1.1,18.0,kmpl,1248.0,CC,75.0,bhp,Tata,Indica
Volkswagen Vento,Pune,2013.0,65000.0,Petrol,Manual,Second,Black/Silver,5.0,4.0,4.5,15.04,kmpl,1598.0,CC,103.6,bhp,Volkswagen,Vento
Maruti Baleno,Coimbatore,2019.0,17705.0,Petrol,Manual,First,Others,5.0,4.0,8.7,21.4,kmpl,1197.0,CC,83.1,bhp,Maruti,Baleno
Hyundai i20,Delhi,2017.0,25500.0,Diesel,Manual,First,Black/Silver,5.0,4.0,7.0,22.54,kmpl,1396.0,CC,88.73,bhp,Hyundai,i20
Tata Indigo,Kolkata,2016.0,78000.0,Diesel,Manual,First,Others,5.0,4.0,2.3,25.0,kmpl,1396.0,CC,69.01,bhp,Tata,Indigo
Tata Zest,Kochi,2016.0,54199.0,Diesel,Manual,First,Others,5.0,4.0,5.0,23.0,kmpl,1248.0,CC,88.8,bhp,Tata,Zest
Ford EcoSport,Delhi,2017.0,39000.0,Diesel,Manual,First,Others,5.0,4.0,8.45,23.0,kmpl,1498.0,CC,98.96,bhp,Ford,EcoSport
Honda City,Kolkata,2009.0,31423.0,Petrol,Manual,First,Others,5.0,4.0,1.99,17.0,kmpl,1497.0,CC,118.0,bhp,Honda,City
Maruti Alto,Kolkata,2016.0,31000.0,Petrol,Manual,First,Black/Silver,5.0,4.0,2.15,24.7,kmpl,796.0,CC,47.3,bhp,Maruti,Alto
Maruti Swift,Chennai,2012.0,63000.0,Diesel,Manual,First,White,5.0,4.0,4.5,22.9,kmpl,1248.0,CC,74.0,bhp,Maruti,Swift
